IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
FALSE,F,22,Single,Other
FALSE,F,25,Single,Retail
FALSE,F,39,Married,Other
FALSE,F,28,Single,Other
FALSE,F,20,Single,Student
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,M,22,Single,Other
FALSE,F,40,Married,Other
FALSE,F,27,Single,Other
FALSE,F,57,Married,Retired
FALSE,F,27,Single,Other
FALSE,F,27,Single,Other
FALSE,F,21,Single,Other
FALSE,F,25,Married,Executive
FALSE,M,35,Married,Other
FALSE,M,39,Married,Executive
FALSE,M,39,Married,Executive
FALSE,F,33,Married,Hospitality
FALSE,F,23,Single,Retail
FALSE,F,44,Married,Other
FALSE,M,31,Married,Sales
FALSE,M,31,Married,Sales
FALSE,F,23,Single,Retail
FALSE,M,24,Single,Student
FALSE,M,24,Single,Student
TRUE,M,31,Single,Professional
FALSE,M,31,Single,Professional
FALSE,F,19,Single,Retail
TRUE,M,33,Single,Other
FALSE,M,33,Single,Other
FALSE,M,41,Married,Other
FALSE,F,25,Married,Other
FALSE,F,25,Married,Other
FALSE,M,43,Single,Other
FALSE,M,43,Single,Other
FALSE,M,43,Single,Other
TRUE,M,19,Single,Other
FALSE,M,19,Single,Other
TRUE,M,28,Single,Sales
FALSE,M,28,Single,Sales
TRUE,M,27,Single,Sales
FALSE,F,38,Married,Other
FALSE,F,38,Married,Other
FALSE,M,37,Married,Trades
FALSE,F,34,Married,Other
FALSE,F,34,Married,Other
FALSE,F,46,Married,Executive
FALSE,F,46,Married,Executive
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
FALSE,M,44,Single,Professional
FALSE,F,38,Single,Retail
TRUE,F,31,Married,Hospitality
FALSE,F,31,Married,Hospitality
FALSE,F,27,Married,Retail
FALSE,F,27,Married,Retail
FALSE,F,45,Married,Other
FALSE,M,24,Single,Student
FALSE,M,24,Single,Student
FALSE,M,39,Married,Other
FALSE,M,39,Married,Other
FALSE,F,28,Single,Student
FALSE,F,28,Single,Student
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,F,52,Unspecified,Hospitality
FALSE,M,37,Unspecified,Trades
FALSE,M,29,Single,Professional
FALSE,M,41,Married,Professional
FALSE,F,34,Single,Retail
FALSE,F,50,Married,Other
FALSE,F,50,Married,Other
TRUE,M,27,Single,Trades
FALSE,F,27,Single,Other
FALSE,M,19,Single,Professional
FALSE,F,23,Married,Other
FALSE,F,23,Married,Other
FALSE,M,36,Married,Sales
FALSE,F,27,Single,Other
FALSE,F,23,Single,Hospitality
FALSE,M,27,Married,Other
FALSE,M,41,Married,Executive
FALSE,F,28,Single,Other
FALSE,F,31,Married,Professional
FALSE,M,32,Married,Executive
FALSE,M,32,Married,Executive
FALSE,F,64,Married,Other
FALSE,F,27,Single,Student
FALSE,F,29,Married,Other
FALSE,M,36,Married,Executive
FALSE,M,35,Married,Executive
FALSE,M,35,Married,Executive
FALSE,M,35,Married,Executive
FALSE,M,35,Married,Executive
FALSE,M,35,Married,Executive
FALSE,M,35,Married,Executive
FALSE,F,48,Married,Retail
FALSE,F,48,Married,Retail
TRUE,M,34,Married,Other
TRUE,M,34,Married,Other
TRUE,M,22,Single,Sales
TRUE,M,28,Single,Professional
FALSE,F,35,Single,Professional
FALSE,F,38,Married,Executive
FALSE,M,39,Single,Other
FALSE,F,24,Single,Student
FALSE,F,31,Single,Other
FALSE,M,42,Married,Other
FALSE,M,42,Married,Other
FALSE,F,23,Single,Hospitality
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,F,22,Single,Student
FALSE,F,26,Single,Sales
FALSE,M,31,Single,Trades
FALSE,M,31,Single,Trades
FALSE,F,31,Married,Other
FALSE,F,49,Married,Professional
FALSE,F,22,Single,Retail
FALSE,M,37,Married,Other
FALSE,M,25,Single,Other
FALSE,M,37,Married,Trades
FALSE,M,37,Married,Trades
FALSE,M,43,Married,Sales
TRUE,M,43,Married,Sales
FALSE,M,43,Married,Sales
FALSE,M,43,Single,Other
FALSE,M,43,Single,Other
FALSE,M,43,Single,Other
FALSE,M,43,Single,Other
FALSE,F,35,Married,Professional
FALSE,F,35,Married,Professional
FALSE,F,49,Married,Other
FALSE,F,49,Married,Other
FALSE,F,35,Unspecified,Hospitality
FALSE,F,35,Unspecified,Hospitality
FALSE,F,35,Unspecified,Hospitality
FALSE,F,35,Unspecified,Hospitality
FALSE,M,28,Single,Professional
FALSE,M,35,Married,Other
FALSE,M,26,Married,Executive
FALSE,M,44,Married,Other
FALSE,M,28,Married,Other
FALSE,M,28,Married,Other
TRUE,F,38,Married,Executive
FALSE,M,22,Single,Professional
FALSE,M,22,Single,Professional
FALSE,M,24,Single,Retail
FALSE,M,24,Single,Retail
FALSE,M,24,Single,Retail
TRUE,F,41,Unspecified,Hospitality
FALSE,F,41,Unspecified,Hospitality
FALSE,F,29,Single,Other
FALSE,F,65,Unspecified,Hospitality
FALSE,M,42,Married,Sales
FALSE,F,40,Married,Sales
FALSE,M,37,Unspecified,Trades
FALSE,M,37,Unspecified,Trades
FALSE,M,37,Unspecified,Trades
FALSE,F,32,Married,Executive
FALSE,F,21,Single,Hospitality
FALSE,F,21,Single,Hospitality
FALSE,M,43,Married,Sales
FALSE,F,67,Married,Other
FALSE,M,40,Married,Other
TRUE,M,40,Married,Other
FALSE,M,19,Single,Student
FALSE,M,19,Single,Student
TRUE,M,19,Single,Student
FALSE,F,39,Married,Other
FALSE,M,50,Unspecified,Other
FALSE,M,50,Unspecified,Other
TRUE,M,29,Single,Trades
FALSE,M,29,Single,Trades
FALSE,F,48,Unspecified,Hospitality
FALSE,F,22,Single,Retail
FALSE,F,37,Married,Other
TRUE,M,23,Single,Executive
FALSE,M,23,Single,Executive
FALSE,F,37,Married,Professional
FALSE,F,32,Married,Executive
FALSE,F,32,Married,Executive
FALSE,F,19,Single,Other
FALSE,F,26,Single,Other
FALSE,M,39,Married,Other
FALSE,F,37,Married,Other
FALSE,F,37,Married,Other
FALSE,F,20,Married,Retail
FALSE,F,51,Married,Other
FALSE,F,24,Single,Professional
TRUE,M,38,Single,Professional
FALSE,M,38,Single,Professional
FALSE,M,38,Single,Professional
TRUE,M,38,Married,Trades
FALSE,M,36,Married,Trades
FALSE,M,36,Married,Trades
FALSE,F,44,Married,Executive
FALSE,F,20,Single,Other
FALSE,M,31,Single,Professional
FALSE,M,31,Single,Professional
FALSE,F,46,Married,Hospitality
FALSE,F,46,Married,Hospitality
FALSE,M,32,Single,Other
FALSE,M,28,Single,Trades
FALSE,M,28,Single,Trades
FALSE,M,28,Single,Trades
FALSE,F,37,Married,Other
FALSE,F,37,Married,Other
FALSE,F,37,Married,Other
FALSE,M,33,Single,Other
FALSE,F,29,Single,Retail
FALSE,M,35,Married,Other
FALSE,M,35,Married,Other
FALSE,F,28,Single,Professional
FALSE,M,32,Married,Professional
FALSE,M,31,Single,Other
FALSE,M,31,Single,Other
FALSE,F,22,Single,Professional
TRUE,M,26,Single,Sales
TRUE,M,44,Married,Trades
FALSE,M,30,Married,Professional
FALSE,F,28,Single,Retail
FALSE,F,28,Married,Executive
TRUE,M,29,Single,Other
FALSE,M,29,Single,Other
FALSE,M,35,Married,Sales
FALSE,M,40,Married,Other
FALSE,M,40,Married,Other
FALSE,M,21,Single,Student
TRUE,M,29,Single,Professional
FALSE,M,40,Married,Other
FALSE,M,46,Married,Professional
FALSE,M,46,Married,Professional
FALSE,M,46,Married,Professional
FALSE,M,31,Unspecified,Professional
TRUE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,F,35,Married,Professional
FALSE,F,32,Married,Executive
TRUE,M,39,Married,Other
FALSE,M,39,Married,Other
TRUE,M,19,Single,Sales
FALSE,F,26,Single,Other
FALSE,M,42,Married,Other
TRUE,M,42,Married,Other
FALSE,F,41,Married,Other
FALSE,F,41,Married,Other
TRUE,M,24,Single,Other
FALSE,F,48,Married,Other
FALSE,M,41,Married,Professional
FALSE,M,41,Married,Professional
FALSE,F,46,Married,Other
FALSE,F,39,Married,Other
FALSE,F,20,Single,Other
TRUE,F,19,Single,Other
FALSE,F,42,Married,Sales
FALSE,F,32,Married,Professional
FALSE,F,21,Single,Other
FALSE,M,25,Single,Other
FALSE,M,25,Single,Other
FALSE,F,48,Married,Professional
TRUE,M,30,Single,Other
FALSE,M,30,Single,Other
FALSE,M,27,Single,Professional
FALSE,M,49,Married,Professional
FALSE,M,49,Married,Professional
FALSE,M,49,Married,Professional
FALSE,M,40,Married,Other
FALSE,F,38,Unspecified,Hospitality
FALSE,F,38,Unspecified,Hospitality
FALSE,M,55,Unspecified,Other
FALSE,M,55,Unspecified,Other
TRUE,M,21,Single,Sales
FALSE,M,21,Single,Sales
FALSE,F,57,Married,Other
FALSE,F,57,Married,Other
FALSE,F,57,Married,Other
FALSE,F,24,Single,Sales
FALSE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,M,34,Married,Executive
TRUE,M,34,Married,Executive
FALSE,F,28,Single,Sales
TRUE,M,29,Single,Sales
TRUE,F,21,Married,Retail
FALSE,F,21,Married,Retail
FALSE,F,21,Married,Retail
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,M,34,Single,Trades
FALSE,M,34,Single,Trades
FALSE,M,34,Married,Other
FALSE,F,34,Married,Executive
FALSE,F,26,Married,Other
FALSE,F,26,Married,Other
FALSE,F,37,Single,Other
FALSE,F,29,Single,Other
FALSE,M,19,Single,Professional
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
FALSE,F,27,Single,Professional
TRUE,M,33,Single,Trades
FALSE,F,38,Single,Other
FALSE,F,44,Married,Other
FALSE,F,40,Married,Other
FALSE,F,40,Married,Other
FALSE,F,40,Married,Other
FALSE,F,40,Married,Other
FALSE,M,31,Married,Trades
FALSE,M,32,Married,Executive
FALSE,M,35,Married,Other
FALSE,M,35,Married,Other
FALSE,F,18,Single,Professional
FALSE,M,40,Married,Other
FALSE,M,40,Married,Other
FALSE,M,40,Married,Other
FALSE,M,57,Married,Trades
FALSE,M,57,Married,Trades
FALSE,M,20,Single,Other
FALSE,F,27,Single,Other
FALSE,F,51,Married,Other
FALSE,F,33,Single,Professional
FALSE,F,21,Single,Professional
FALSE,M,25,Single,Other
TRUE,F,32,Married,Other
FALSE,F,32,Married,Other
FALSE,F,32,Married,Other
FALSE,F,22,Married,Other
FALSE,F,26,Single,Other
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,25,Single,Student
FALSE,M,25,Single,Student
FALSE,M,25,Single,Student
FALSE,F,26,Married,Other
FALSE,F,26,Married,Other
FALSE,F,62,Married,Other
TRUE,M,21,Single,Trades
FALSE,M,21,Single,Trades
FALSE,F,31,Married,Hospitality
FALSE,F,31,Married,Hospitality
FALSE,M,19,Single,Professional
FALSE,M,19,Single,Professional
FALSE,F,25,Single,Other
FALSE,F,25,Single,Other
FALSE,F,35,Single,Professional
TRUE,M,28,Single,Sales
FALSE,M,28,Single,Sales
TRUE,M,24,Single,Other
FALSE,F,37,Married,Other
FALSE,M,36,Married,Professional
FALSE,M,36,Married,Professional
FALSE,M,36,Married,Professional
TRUE,M,40,Married,Other
FALSE,M,40,Married,Other
FALSE,M,37,Married,Other
FALSE,F,67,Married,Other
FALSE,M,24,Single,Other
FALSE,M,24,Single,Other
FALSE,F,23,Single,Other
FALSE,M,34,Married,Sales
FALSE,M,19,Single,Other
FALSE,F,37,Single,Retail
FALSE,F,20,Single,Other
FALSE,F,38,Married,Professional
FALSE,F,25,Single,Other
FALSE,F,27,Single,Professional
TRUE,M,33,Married,Other
TRUE,M,33,Married,Other
FALSE,M,33,Married,Other
FALSE,F,20,Single,Other
FALSE,M,31,Single,Other
FALSE,M,42,Married,Other
FALSE,M,21,Single,Student
FALSE,M,48,Unspecified,Other
FALSE,M,48,Unspecified,Other
FALSE,M,48,Unspecified,Other
FALSE,F,49,Married,Other
FALSE,F,49,Married,Hospitality
FALSE,F,38,Married,Executive
FALSE,F,38,Married,Executive
TRUE,M,31,Single,Professional
FALSE,F,24,Single,Other
FALSE,F,24,Single,Other
FALSE,F,24,Single,Other
FALSE,F,24,Single,Other
TRUE,M,25,Single,Other
FALSE,M,25,Single,Other
FALSE,M,19,Single,Student
FALSE,M,30,Married,Other
FALSE,M,30,Married,Other
FALSE,M,44,Single,Other
FALSE,F,26,Single,Other
FALSE,F,36,Married,Other
FALSE,M,42,Single,Other
FALSE,M,42,Single,Other
FALSE,F,38,Married,Executive
FALSE,M,39,Married,Sales
FALSE,F,45,Married,Hospitality
TRUE,F,20,Single,Other
TRUE,F,33,Married,Other
FALSE,F,47,Married,Retired
FALSE,F,34,Married,Retail
FALSE,M,40,Married,Trades
FALSE,F,25,Married,Professional
FALSE,F,25,Single,Professional
TRUE,M,19,Single,Professional
FALSE,M,19,Single,Professional
TRUE,M,27,Married,Professional
FALSE,F,47,Unspecified,Hospitality
FALSE,M,40,Married,Trades
FALSE,M,40,Married,Trades
FALSE,M,40,Married,Trades
FALSE,M,29,Married,Professional
FALSE,F,19,Single,Student
FALSE,M,34,Single,Professional
FALSE,M,34,Single,Professional
TRUE,F,46,Married,Executive
FALSE,F,46,Married,Executive
FALSE,F,52,Married,Other
FALSE,M,38,Married,Executive
FALSE,M,38,Married,Executive
FALSE,M,43,Single,Sales
FALSE,F,30,Married,Hospitality
FALSE,F,31,Married,Other
FALSE,F,31,Married,Other
FALSE,F,31,Married,Other
FALSE,M,24,Single,Professional
FALSE,F,29,Single,Hospitality
FALSE,F,39,Unspecified,Other
FALSE,F,39,Unspecified,Other
FALSE,F,39,Unspecified,Other
FALSE,F,62,Married,Other
FALSE,F,29,Single,Professional
FALSE,F,51,Married,Other
FALSE,F,52,Married,Other
FALSE,F,52,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
TRUE,M,22,Single,Professional
FALSE,F,52,Married,Other
TRUE,M,23,Single,Professional
FALSE,M,29,Single,Trades
FALSE,M,40,Married,Sales
FALSE,M,37,Married,Sales
FALSE,M,37,Married,Sales
FALSE,M,40,Married,Sales
FALSE,M,56,Married,Other
FALSE,M,27,Single,Professional
FALSE,M,27,Single,Professional
FALSE,F,52,Married,Other
FALSE,F,27,Single,Professional
FALSE,M,20,Single,Trades
FALSE,M,44,Married,Trades
FALSE,M,44,Married,Trades
FALSE,M,40,Married,Trades
TRUE,M,38,Married,Sales
FALSE,M,19,Single,Sales
FALSE,M,19,Single,Sales
FALSE,M,24,Single,Student
FALSE,F,48,Married,Other
FALSE,F,27,Single,Student
FALSE,F,27,Single,Student
FALSE,F,27,Single,Student
FALSE,F,27,Single,Student
FALSE,F,39,Single,Other
FALSE,M,33,Married,Professional
FALSE,M,33,Married,Professional
FALSE,F,27,Married,Sales
FALSE,M,26,Married,Other
FALSE,M,33,Married,Other
TRUE,M,34,Married,Sales
FALSE,M,39,Married,Sales
FALSE,F,42,Married,Other
FALSE,M,28,Single,Professional
FALSE,M,23,Single,Student
TRUE,F,41,Married,Executive
FALSE,F,41,Married,Executive
FALSE,F,46,Married,Other
FALSE,F,66,Unspecified,Hospitality
FALSE,F,66,Unspecified,Hospitality
FALSE,M,43,Married,Other
FALSE,M,43,Married,Other
FALSE,F,37,Married,Executive
FALSE,M,43,Married,Other
FALSE,M,21,Single,Student
FALSE,M,42,Married,Other
TRUE,M,27,Single,Trades
TRUE,M,20,Single,Other
FALSE,M,20,Single,Other
TRUE,M,28,Single,Professional
FALSE,M,31,Married,Trades
FALSE,M,26,Single,Other
FALSE,M,23,Single,Sales
FALSE,F,35,Married,Other
FALSE,F,35,Married,Other
FALSE,M,58,Married,Other
FALSE,F,49,Married,Other
FALSE,F,41,Married,Retired
FALSE,F,63,Married,Retired
FALSE,F,38,Married,Other
FALSE,F,30,Married,Hospitality
TRUE,F,27,Single,Other
FALSE,F,27,Single,Other
FALSE,M,33,Married,Sales
FALSE,M,33,Married,Sales
FALSE,M,44,Married,Other
TRUE,M,24,Single,Other
FALSE,M,24,Single,Other
FALSE,F,44,Married,Other
FALSE,F,44,Married,Other
FALSE,F,35,Married,Executive
TRUE,M,24,Single,Other
FALSE,M,24,Single,Other
TRUE,M,44,Married,Trades
TRUE,M,44,Married,Trades
FALSE,M,44,Married,Trades
TRUE,F,25,Single,Other
TRUE,F,25,Single,Other
FALSE,F,25,Single,Other
FALSE,F,25,Single,Other
FALSE,M,41,Single,Sales
FALSE,M,41,Single,Sales
FALSE,M,41,Single,Sales
FALSE,M,41,Single,Sales
FALSE,M,41,Single,Sales
FALSE,M,41,Single,Sales
FALSE,M,40,Married,Professional
FALSE,F,39,Married,Executive
FALSE,M,40,Married,Executive
FALSE,M,40,Married,Executive
TRUE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,M,40,Married,Professional
FALSE,M,24,Single,Student
FALSE,M,39,Single,Executive
FALSE,F,29,Single,Professional
FALSE,F,29,Single,Professional
FALSE,F,26,Single,Student
FALSE,M,27,Single,Trades
FALSE,M,27,Single,Trades
FALSE,M,27,Single,Trades
TRUE,M,22,Single,Trades
FALSE,F,37,Married,Executive
FALSE,M,33,Married,Executive
FALSE,F,25,Single,Retail
FALSE,M,33,Married,Executive
FALSE,M,43,Married,Executive
FALSE,M,42,Married,Executive
FALSE,M,25,Married,Other
FALSE,M,25,Married,Other
TRUE,M,24,Single,Trades
FALSE,M,24,Single,Trades
FALSE,F,38,Married,Executive
FALSE,F,28,Single,Professional
FALSE,F,37,Single,Other
FALSE,M,36,Single,Executive
FALSE,M,36,Single,Executive
FALSE,F,29,Single,Retail
FALSE,F,29,Single,Retail
FALSE,F,38,Married,Sales
FALSE,M,31,Married,Other
FALSE,M,34,Married,Other
FALSE,F,47,Married,Other
FALSE,F,47,Married,Other
FALSE,F,26,Married,Retail
FALSE,F,47,Married,Professional
FALSE,M,41,Married,Professional
FALSE,F,44,Married,Other
FALSE,F,31,Married,Other
FALSE,F,31,Married,Other
FALSE,F,23,Single,Student
FALSE,F,42,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,M,46,Married,Professional
FALSE,M,46,Married,Professional
FALSE,M,58,Married,Professional
FALSE,M,58,Married,Professional
TRUE,M,28,Single,Other
FALSE,F,42,Married,Other
FALSE,F,42,Married,Other
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
FALSE,F,27,Single,Professional
FALSE,F,65,Married,Retired
FALSE,F,37,Single,Other
TRUE,M,30,Married,Other
FALSE,F,37,Married,Professional
FALSE,F,37,Married,Professional
FALSE,F,28,Single,Professional
TRUE,M,20,Single,Trades
FALSE,M,20,Single,Trades
FALSE,M,55,Married,Other
FALSE,M,55,Married,Other
FALSE,M,55,Married,Other
FALSE,M,40,Married,Executive
TRUE,M,22,Single,Other
FALSE,F,25,Married,Other
FALSE,M,43,Married,Other
FALSE,F,24,Single,Other
FALSE,M,41,Single,Other
FALSE,M,41,Single,Other
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,M,24,Single,Retail
FALSE,M,24,Single,Retail
FALSE,M,24,Single,Retail
TRUE,M,21,Single,Sales
FALSE,M,21,Single,Sales
FALSE,M,41,Married,Trades
FALSE,F,26,Single,Student
FALSE,M,49,Married,Retired
FALSE,M,49,Married,Retired
FALSE,M,33,Married,Other
FALSE,M,33,Married,Other
FALSE,M,58,Married,Trades
FALSE,M,58,Married,Trades
FALSE,M,36,Married,Professional
FALSE,M,48,Married,Trades
FALSE,M,48,Married,Trades
FALSE,F,19,Single,Other
FALSE,F,25,Single,Other
FALSE,M,55,Unspecified,Other
FALSE,M,55,Unspecified,Other
FALSE,M,55,Unspecified,Other
FALSE,F,43,Unspecified,Hospitality
FALSE,M,20,Single,Sales
FALSE,F,41,Married,Professional
FALSE,M,21,Single,Other
FALSE,M,46,Married,Trades
FALSE,F,32,Married,Other
FALSE,M,26,Single,Other
FALSE,F,20,Single,Other
FALSE,F,19,Single,Hospitality
FALSE,F,19,Single,Hospitality
TRUE,F,19,Single,Hospitality
FALSE,F,19,Single,Hospitality
FALSE,M,59,Married,Other
FALSE,M,45,Unspecified,Trades
FALSE,F,45,Married,Executive
TRUE,M,40,Married,Executive
FALSE,M,40,Married,Executive
TRUE,M,41,Married,Executive
FALSE,M,41,Married,Executive
FALSE,F,30,Married,Professional
FALSE,F,30,Married,Professional
FALSE,F,26,Married,Sales
FALSE,F,26,Married,Sales
FALSE,M,26,Single,Trades
TRUE,M,29,Single,Other
FALSE,F,34,Single,Professional
FALSE,F,20,Single,Professional
FALSE,F,30,Married,Executive
FALSE,F,30,Married,Executive
TRUE,M,30,Married,Other
FALSE,F,25,Single,Professional
FALSE,F,25,Single,Professional
FALSE,F,25,Single,Professional
FALSE,F,45,Married,Hospitality
FALSE,F,45,Married,Hospitality
FALSE,F,45,Married,Hospitality
FALSE,M,37,Married,Executive
FALSE,M,37,Married,Executive
TRUE,M,37,Married,Executive
FALSE,M,37,Married,Executive
FALSE,F,38,Married,Other
FALSE,F,28,Married,Executive
FALSE,F,35,Single,Other
FALSE,F,61,Married,Other
FALSE,F,61,Married,Other
TRUE,M,20,Single,Other
